Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package
1,0,1,2,3,0,0,-0.7843896441306907,-0.44532587043371963,-0.46106127368255395,-0.7941344996664407,-0.4966776563237659,-0.8510848577113658,-0.4888490092436594,-1.0949822398289204,-0.5917942816371164,-0.2733491439858975,-0.1569998787403739,-0.09069176056654947,0.17974635302256015,0.05834653301232206,-1.025506940660326,-0.1522219808807755,-1.011910227986472,-0.3945993310257732,-0.4532325720577613,0,1,0,0,0.0
0,8,1,2,1,1,1,-0.902978738432678,-1.3722139753955922,-1.2215506895617985,-1.3162184423685421,-1.4035765354132115,-1.462339206564551,-1.1610223940969644,-1.3208520149337375,-1.2478623101648936,-1.7804373165746854,-1.3860579556182036,-0.9187757686614144,-1.8401025403650129,-0.7924340591766833,-1.025506940660326,-1.4076615581374736,-0.8005319216724531,-1.5103060849609677,-1.7759625116316575,0,1,0,0,0.0
1,7,1,4,1,1,0,-1.5156890589929464,-1.2612484980410017,-1.124878306187318,-0.9660401881171322,-1.2146392689362437,-0.8697967255334023,-0.9020198054378927,-0.9912042350510316,-1.0683720004733324,0.07135719336153788,-0.1569998787403739,0.7373922475283154,-0.8301780936712264,-0.7924340591766833,-1.025506940660326,0.3295953703907136,-0.377775309044415,0.504847082939604,-0.8320143274811951,0,1,1,0,3.89
1,5,0,0,0,0,0,0.30267705363752784,0.5272539016741603,0.544331513412041,0.2500333857377617,-0.25105920990370734,-0.10884743410392707,0.17099091900683228,0.058784989760549966,0.16330288327221215,-0.6340883342332139,-0.1569998787403739,-0.09069176056654947,-0.8301780936712264,0.05834653301232206,-1.025506940660326,0.05814897530818433,-0.4834644622014242,0.46552702112691013,-0.44120775442527116,0,2,1,0,8.37
1,9,1,4,1,1,0,0.6123263554260511,1.1408277176348374,0.7247866290444037,0.8294192245900942,0.8132873912498786,0.6895255929696215,1.1206670774234284,0.9561595016634714,0.8688854799907656,1.530346807250684,1.0720581981374557,0.7373922475283154,0.17974635302256015,1.7599077173903326,0.36886792766742266,0.2820922512512708,-1.1175993811434817,0.7014473920030745,0.3824922534002918,1,0,1,0,18.99
1,0,1,3,3,0,0,1.8377469965465876,1.8131479627832374,1.781738020605388,1.7526164403438094,1.7264841792218895,1.6999664553595801,1.6756726245500106,1.652082592526962,1.7044438182101045,0.9772133822047998,1.0720581981374557,2.393560263718045,0.17974635302256015,1.7599077173903326,0.36886792766742266,0.8521296809245827,0.7848053756826904,0.013346310280928054,1.2001798524096092,0,0,1,0,18.17
1,4,1,5,3,1,0,0.9812702043655668,1.5194158168446164,1.6012829049730255,1.6634801574434503,1.0022246577268459,1.1198985528764556,1.4968375038092236,1.4689449370365695,1.3021379516600522,0.8329177061058723,1.0720581981374557,-0.09069176056654947,1.1896707997163467,0.9091271252013274,1.7632427959951715,0.5128216870714211,1.524629447781757,1.2568432651073782,0.37046743576780167,1,0,1,0,25.52
1,3,1,5,2,1,0,-0.8832138893823466,-1.032790162310963,-1.1313231317456165,-0.9342058013670043,-0.8619563715125705,-0.7949492542452571,-1.3336907865363457,-1.2842244838356587,-1.0745613214971792,-0.7062361722826764,-1.3860579556182036,-0.9187757686614144,-0.8301780936712264,-1.6432146513656887,-1.025506940660326,0.06493513518524814,-1.2232885343004913,-1.092530428201093,-1.6557143353067578,0,1,0,0,0.0
1,9,0,0,0,0,1,-0.2968567008891866,-0.9022425418937977,-0.7639680749225919,-0.8132351317165177,-0.5659546540319871,-0.6390170223949547,-0.8650194356294542,-0.7958574025279465,-0.647498170851739,-0.8986304070812455,-1.3860579556182036,-0.09069176056654947,-0.8301780936712264,-0.7924340591766833,0.36886792766742266,-1.1294290031778813,0.5734270693686715,0.3131617816027201,0.09389663022053231,1,1,1,0,5.51
0,4,1,0,1,0,0,0.6913857516273755,0.6969658082164748,0.6410038967865215,0.8676204886902472,0.7817978468370502,0.6832883036956084,0.8061639340516986,0.5288383055192235,0.7203417754184385,-0.09698776208720927,-0.1569998787403739,-0.09069176056654947,0.17974635302256015,-0.7924340591766833,-1.025506940660326,-0.6747562914146447,-0.4834644622014242,0.82923759289433,-0.7779026481349903,1,0,1,0,18.51
1,2,0,3,2,1,0,-0.1716793235704218,0.21393961267296424,0.01585581763154877,0.08449457463709556,0.1520069585804906,-0.027762673541769374,0.2696585718293359,0.35790982706152397,0.1880601673676,1.3058868666523542,-0.1569998787403739,1.5654762556231803,1.1896707997163467,1.7599077173903326,1.7632427959951715,0.8996328000640256,0.46773791621166183,1.443613558717675,0.5869141531526207,0,2,1,0,8.06
0,9,2,5,0,1,0,-0.7909779271474676,-0.9870984951649551,-1.1442127828622142,-0.9151051693169278,-1.113872726815194,-1.2939323961662244,-0.9575203601505509,-1.1316097709269985,-0.9755321851156278,-1.7563880372248646,-1.3860579556182036,-0.9187757686614144,0.17974635302256015,-0.7924340591766833,-1.025506940660326,-1.7198249124823823,-0.8005319216724531,-1.2104906136391755,-1.0664982713147493,1,1,0,0,0.0
1,9,1,4,2,0,1,-1.1796866251373153,-1.5419258819379067,-1.434229932985655,-0.8196020090665431,-1.4224702620609084,-1.050678114479753,-1.296690416727907,-1.4368391967443188,-1.1921584209502711,-0.7623511574322591,-1.3860579556182036,-0.9187757686614144,-1.8401025403650129,-1.6432146513656887,-1.025506940660326,-1.6587494735888133,-1.328977687457501,-1.200660598186002,-1.0785230889472395,0,1,0,0,0.0
1,3,0,0,0,0,0,1.8377469965465876,1.8131479627832374,1.781738020605388,1.7526164403438094,1.7264841792218895,1.6999664553595801,1.5153376887134427,1.652082592526962,1.654929250019329,0.1515214578609415,-0.1569998787403739,1.5654762556231803,0.17974635302256015,0.9091271252013274,0.36886792766742266,0.06493513518524814,0.04498130358362367,1.4976786437101297,1.8916068662777823,1,0,1,0,18.11
0,5,1,3,1,1,0,-0.29026841787240965,-0.26908658287054693,-0.5512888314987353,-0.4757906321651594,-0.3203362076119291,-0.4144746085305192,0.041489624677296486,0.13814464047305317,-0.34422144068323796,0.8088684267560515,-0.1569998787403739,1.5654762556231803,1.1896707997163467,1.7599077173903326,0.36886792766742266,1.8021920637134354,0.2563596098976425,0.37705688204834786,1.0618944496359748,1,2,1,0,8.79
0,5,0,4,3,1,0,1.257978091070204,1.5455253409280487,0.9890244769346498,0.6766141681894791,1.228949377499208,1.0824748172323828,1.27483528495859,1.139297157153864,1.1164583209446441,1.8670367181481797,1.0720581981374557,-0.09069176056654947,1.1896707997163467,0.05834653301232206,0.36886792766742266,0.8249850414163294,1.524629447781757,1.364973435092287,0.2983185299728617,1,0,1,0,25.03
1,0,1,5,0,1,0,0.10502856313421555,-0.04715562816136571,0.11252820100602924,0.0972283293371471,0.37873167835285226,0.3277628150769195,0.1833243756096455,0.3090731189307527,0.1509242412245185,0.913081970605276,-0.1569998787403739,1.5654762556231803,0.17974635302256015,0.9091271252013274,0.36886792766742266,1.042142157482353,0.5734270693686715,0.24435167343050557,1.2963783934695294,1,2,1,0,8.32
0,9,1,3,3,1,0,-1.159921776086984,-1.4440151666250332,-1.5502367930350311,-1.577260413719593,-1.5547263485947858,-0.932169618273523,-1.457025352564475,-1.5650355555875934,-1.3716487306418328,-0.06492205628744738,-1.3860579556182036,-0.9187757686614144,-1.8401025403650129,0.05834653301232206,0.36886792766742266,-0.5458192537504433,-0.8005319216724531,0.013346310280928054,-0.4472201632415162,0,1,0,0,0.0
1,1,1,5,2,0,0,-0.1585027575368679,-0.4518532514545777,-0.17104412355911308,-0.5776606697655695,-0.10620730560469892,-0.0963728555559026,-0.4765155526408467,-0.1915031394096522,-0.25138162532553393,-0.8264825690317819,-1.3860579556182036,-0.09069176056654947,-0.8301780936712264,-0.7924340591766833,-1.025506940660326,0.06493513518524814,-1.9631126063995583,0.023176325734101364,0.07585940377179752,0,2,0,0,0.0
0,8,0,0,2,1,0,-0.6065060026777092,-0.35394253614170423,-0.32571993695828105,-0.49489126421523644,-0.28884666319910124,-0.14003388047398743,-0.17434586587192968,-0.20981690495869157,-0.25138162532553393,1.4421661163013406,-0.1569998787403739,-0.09069176056654947,0.17974635302256015,0.9091271252013274,0.36886792766742266,0.9878528784658475,0.7848053756826904,0.3033317661495468,0.9837331350247901,1,2,1,0,8.13
0,1,1,1,2,1,0,-0.19803245563753014,-0.3408877740999874,0.13186267768092547,-0.19564802876403162,0.10162368751996578,-0.32091526942033816,0.041489624677296486,-0.09382972314811017,-0.09045927870551317,-0.11302061498709023,-0.1569998787403739,-0.9187757686614144,-0.8301780936712264,0.05834653301232206,0.36886792766742266,0.4246016086695993,-0.8005319216724531,-0.0013987128988324359,-0.6456296541776005,0,2,1,0,8.03
0,1,1,2,0,1,0,0.0984402801174386,-0.39963420328771165,0.1511971543558211,-0.1383461326138011,0.2023902296410154,-0.12755930192596296,-0.21751296398177514,0.16866758305478563,-0.04713403153858429,1.0012626615546207,1.0720581981374557,-0.09069176056654947,0.17974635302256015,1.7599077173903326,0.36886792766742266,1.530745668630906,1.6303186009387671,1.1290530642161227,0.13598349193424736,1,2,1,0,8.32
1,9,0,2,0,1,1,0.9087990911810192,0.7426574753624828,0.8859072680018708,0.8803542433902993,1.0085225666094113,0.7394239071617182,1.1823343604374927,0.6875576069442298,0.8750748010146124,0.7928355738561705,1.0720581981374557,0.7373922475283154,1.1896707997163467,1.7599077173903326,0.36886792766742266,0.5331801667026106,1.4189402946247478,1.2715882882871383,0.8153856881699307,1,0,1,0,22.2
0,8,1,2,3,0,0,0.09185199710066108,0.3510146141109876,-0.11304069353442502,0.21183212163760817,-0.04322821677904263,0.03461021919835133,0.24499165862370997,0.24192264525094256,0.058084425866813935,-0.4497105258845857,-0.1569998787403739,-0.09069176056654947,0.17974635302256015,0.05834653301232206,-1.025506940660326,0.6892618438750647,-0.06070784957338599,-0.36019427693966577,-0.0864756342668172,1,2,1,0,12.87
1,2,1,2,0,0,0,1.4160968834728542,1.2387384329477102,1.3886036615491688,1.7016814215436045,1.2478431041469045,1.5565088020573017,1.6510057113443855,1.5544091762654193,1.456870977256226,-1.243336744428681,-1.3860579556182036,-0.09069176056654947,-0.8301780936712264,0.05834653301232206,-1.025506940660326,0.13279673395588046,-0.2720861558874053,-0.2618941224079306,0.11193385666926751,0,0,1,0,18.09
0,0,0,5,3,0,0,-1.6211015872613797,-1.97926041033541,-1.7113574319924982,-1.131578999217799,-1.384682808765515,-1.3313561318102973,-1.3583576997419715,-1.2720153068029663,-1.3964060147372208,0.21565286946046533,-0.1569998787403739,-0.09069176056654947,1.1896707997163467,0.9091271252013274,0.36886792766742266,0.9674943988346579,0.04498130358362367,0.1509665266253572,0.23819444181041183,0,1,0,0,0.0
0,9,0,0,3,0,0,1.277742940120536,1.3823408154065924,1.0856968603091304,1.0649936865410419,1.228949377499208,1.4005765702069992,1.2378349151501509,1.0660420949577065,1.345463198826981,1.6265439246499687,1.0720581981374557,0.7373922475283154,1.1896707997163467,1.7599077173903326,1.7632427959951715,0.7774819222768876,0.46773791621166183,1.4485285664442622,1.3685272992644686,1,0,1,0,25.59
0,0,1,3,2,0,1,-0.7448599460300279,-0.7586401594349163,-0.8413059816221762,-0.6922644620660305,-0.6541253783879059,-0.5516949725587856,-0.42101499792818864,-0.7470206943971752,-0.6165515657325042,-0.5058255110341673,-0.1569998787403739,-0.09069176056654947,1.1896707997163467,0.05834653301232206,-1.025506940660326,-0.3829514167009258,-0.377775309044415,0.013346310280928054,0.23819444181041183,0,1,0,0,0.0
